用户,星级,评论
zAD770521089,3.0,味道还不错，就是感觉没有吃饱，
kiozhao,3.0,环境一般，客人很杂，巨厌恶环境。对店家没意见。
ZTp846655985,5.0,吃的很舒服，来了很多次。虾很好吃，奶茶喝完很舒服
哈达青拉,4.0,虾很新鲜味道也赞，爸妈都觉得挺好吃
WCJ264864981,4.0,挺好的，分量足，5个人吃完还剩了一些菜！
莫慕北,4.0,家附近，总来吃。味道可以的。。。。。。
IeO974790778,5.0,特别好吃 经常去那吃 环境好
Kgh498339455,5.0,店里聚餐去吃的，非常好哦
污里吸吸,4.0,虾好吃，也很大！味道也不错，土豆片和豆皮特别好吃，什么都好，就是空调不行… 太热了 …
薄荷菇凉、,4.0,老顾客了，味道不错真挺好，分量再多一点就更好了。还会一如既往的去吃
匿名用户,1.0,味道一般 环境差 小料区有苍蝇飞 吃完两个人都肚子难受 而且套餐价格也比其他店贵20 也就是位置好所以为所欲为吧
langhaitao,5.0,还不错，味道还可以
匿名用户,5.0,很好吃，每个口味都值得尝试 #土豆# #手工面# #自助小料# #冻豆腐#
懒洋洋贝贝1026,4.0,味道不错，食材新鲜，值得信赖。
红玫瑰LOMO,5.0,挺咸的，不过喜欢吃咸的，味道很不错
薄荷菇凉、,4.0,不错，味道挺好的。老顾客了，会一如既往的去
匿名用户,3.0,性价比也就那么回事儿，去吃一次也行
YJm443503971,5.0,以前在附近住只要吃火锅必选她家，味道超级棒 ，份量也足   现在搬家了周末还是会打车过来
wq彩色的影子,5.0,态度好，服务好，味道佳，带女朋友一起吃的⊙▽⊙
MJi924592186,4.0,很好吃，经常来吃
hzV983150470,4.0,虾实在是太好吃了
匿名用户,3.0,饭菜就是正常味道 ，热得***，开着几个大风扇对着吹 还是一边吃饭一边擦汗，跟蒸桑拿一样 出来到天街才凉快了会，我想说空调呢？
匿名用户,5.0,位置在商场里面进 环境有点小 不过味道炒鸡好！！！位置在商场里面进 环境有点小 不过味道炒鸡好！！！位置在商场里面进 环境有点小 不过味道炒鸡好！！！位置在商场里面进 环境有点小 不过味道炒鸡好！！！位置在商场里面进 环境有点小 不过味道炒鸡好！！！
rng600926538,3.0,还可以吧，离家近，店里挺干净的
JVh586316328,1.0,服务态度越来越差，之前去是因为上菜快，现在又慢又墨迹 还各种理由
蜗牛三七Rrr,2.0,虾锅味道一般吧~环境也一般，有点热，风扇吹的热气一直往脸上扑，有点影响饮食体验！
匿名用户,3.0,味道尚可，客人不多，上菜快，调料饮料自取，总体还不错。
qiu莫莫,5.0,很喜欢吃这个菜
旋旋200803,4.0,环境有点差，味道还行。
匿名用户,5.0,味道不错，虾很入味，涮锅也很好，一家三口做的鸳鸯锅，小孩吃得很开心
OceanTeacher丶,3.0,还不错，没有大桌比较尴尬，经常去
exq536121714,5.0,特别好吃，和朋友一起吃的，强烈推荐哈
槑王册王册,4.0,为很好找，从天街二层屈臣氏过来的，上半层往东边走一点就到了，人很多，等了会位，上菜很快，虾很好吃，味道很浓香。 #招牌小锅虾# #手工面#
WCJ264864981,5.0,经济实惠，一家人吃一个套餐没有吃完，上菜挺快的！人多的时候需要排队！
y其实我也姓李y,4.0,好吃好吃，无数次做回头客，哈哈，就是人太多，真的超级超级闷热，以后绝不夏天饭点过去，哈哈哈哈哈
匿名用户,3.0,但是不太干净桌子上，柚子嘛哈的。不透漏
王家族。,5.0,好评，味道赞
nBp626087932,5.0,好吃，一个月内第四次过来吃了，完全忍不住，
yy7279,4.0,这家店要比杨闸环岛的店更实惠一些，但是店面没杨闸店大，里边儿的饮料是可以自己随意取的，但是饮料机感觉不是很好，出来的饮料也不是很好喝，有的是有味道的感觉，是隔了好几天抹布味道。就是店面如果大一些就好了，因为店面有点偏僻，而且位置很小，很多油烟出不去。
秋啾,4.0, #油豆皮# #招牌小锅虾# #招牌中锅虾# #相间肥牛# #藕片#
521mengmeng,3.0,真心不错，我感觉俩个人吃正好，性价比还是比较高的
甜面酱岛,2.0,感觉两次吃的味道不太一样，有时候味道比较浓有时候又比较淡嘎嘎
提笔谈殇灬,5.0,真不错，味道很赞，老板也很热心
QfL950794746,5.0,菜品还是不错的，量也比较足，只不过是在外面吃的话比较热。需要等位。
LbI531491504,5.0,很不错的
soN431619802,2.0,连续来了两次 饮料机器坏了两次  。。
WGc494327338,2.0,一般般。🦐还可以。其他菜品一般。口味一般
kcY152354238,5.0,真的好吃
UQA381405017,5.0,四个人团了两百多的券，都吃撑了，分量很足，饮料免费，服务热情👍👍👍👍下次还过来！
匿名用户,2.0,还行吧，牛肉的肉质不是特别好……小伙伴一戳即散……
Drc577983729,4.0,味道一如既往的好，就是份量略显不足。
xiangying2014,4.0,第1次来虾吃虾涮吃，味道还不错噢。
刘小晶晶子,2.0,【环境】还可以味道不错，就是麻辣锅，不够辣。要求加辣居然给的是辣椒油。
匿名用户,5.0, #招牌小锅虾# #手工面#
匿名用户,3.0,地方不是很好找，环境一般，但是味道还不错，两个人吃不了。
匿名用户,5.0,点的双人套餐，总体来说吃的不错，很实惠 #招牌中锅虾# #椰奶奶茶#
wppwqqqi,3.0,自己一个人吃的，摆了两份米饭。
顾妄.271,3.0,服务员小妹妹很热情，套餐量有点少
iPI600144279,4.0,还不错，可能是个人口味原因有点咸，已经去过很多次了
～美小团～,5.0,位置很好找，味道很不错，服务员很热情，说话亲切，赞赞赞～
jxx111600,4.0,很好吃，量足，
Uug722695872,3.0,还不错 虾有点不够吃 味道不错 人也挺多 排队排了半小时
匿名用户,3.0,不错，就是现在涨价好多，唉，工资水平跟不上物价上涨的节奏
z418790685,3.0,空调不冷，吃饭是一种折磨。不过虾的味道不错。
JVh586316328,2.0,菜品很好，但是服务态度很不好，还翻白眼。
猴子love231,5.0,性价比高。不过调料区太隐蔽，顾客居然试吃调料
Yhw406720140,3.0,虾的味道还可以，涮菜品就比较一般了，性价比还可以，两个人一百多块钱
mvM394637101,2.0,每次吃火锅都去他们家，但是虾的分量真的越来越少了，味道还可以吧。还有其他菜的分量也不多，还是希望以后可以实惠一点
楠城挽歌,4.0, #相间肥牛# #招牌中锅虾# #手工面# #桂花乌梅汁# #精品羔羊肉#
y其实我也姓李y,4.0,来很多次了，很喜欢吃，哈哈哈
AkN768728204,5.0,挺好吃的 味道还不错 虾也很好吃
GxL470485145,5.0,之前去了另外两家虾吃虾涮，感觉还是这里号好…… #招牌小锅虾# #油豆皮# #相间肥牛# #手工面# #双拼蔬菜#
ZAF341424269,4.0,味道不错，经常来吃，环境也不错呢 #招牌小锅虾# #精品羔羊肉# #蒜香毛肚# #涮锅蘸酱#
九叶Y,5.0,是连锁的店，很喜欢，因为离家最近。经常去吃。虾的味道很给力，也去虾线。服务很好，饮料，调料都是在自助的。
匿名用户,4.0,味道很棒，对比其他虾吃虾涮，味道和分量都是数一数二的，推荐。
pZw368699054,4.0,味道很不错，就是分量有点少，虾处理的挺干净
阿荣阿佳,3.0,还可以吧，虾很好吃，。，。，。，
amz800593584,5.0,"比较好吃，价格比较合理
虾的味道可以，还会再来 #招牌小锅虾#"
GxL470485145,2.0,"【环境】没有那么高端
【服务】我就多吃了点爆米花，有点不乐意"
huajun12100,5.0,中5名基金弄了
清风晨雨78,3.0,味道还不错。只是环境不太舒服，感觉有些脏~
迪克兔兔yumm,4.0,非常不错，尤其是面条，太惊艳了！ #手工面# #菠菜# #虾肉# #手擀面# #香辣大虾#
〔〕268,5.0,超级无敌好吃
IEG188991116,2.0,这是我去过就不愿意再去第二次的店，自己体会味道如何。
dMj613957717,1.0,"【环境】一般般   桌子上不怎么干净 
【服务】   服务态度也一般般 
麻椒味太重 有的菜品都没给"
匿名用户,4.0,还不错
gvK493672333,4.0,挺好的
匿名用户,1.0,正在吃饭，电源炸了，真不知道安全措施怎么做的，
zGI666211899,5.0,"菜品好吃，新鲜，性价比高。
老板娘热情大方 为人爽快。
热心帮我们多次处理了开发票的事情 好评！"
匿名用户,1.0,环境不说什么 服务态度差死了 好像我是欠他钱一样 哇 说2-3人份 一个人都不够吃
KyR546298511,3.0,味道还不错，就是等了很久，工作人员服务态度很好
Bct633671573,5.0,好吃 好吃😊好吃
王家族。,5.0,每次到常营逛街都会来这家店，就是店铺不好找，找了半天，味道不错，最喜欢喝的就是它们家的奶茶了
加2菲3猫,4.0,虾特别好吃，就是有点少，要是能多点虾就好啦
高冷女神是小新阳,5.0,希望更辣一些，点了两份料都不辣
匿名用户,2.0,我要的麻辣，结果是甜辣，这是第二次了，我要立下FLAG，再也不来吃了
王家族。,5.0,虾很好吃，量也足，奶茶很好喝，极力推荐
LVA玉,2.0,有的时候虾都变质了还在用，虾肉的味道吃一口就尝出不一样了，不过去几十次也就碰到两三次
英雄zzy,3.0,菜品味道不错，就是量有点少，饮料免费喝
傀儡娃娃mio,5.0,超级好吃，跟朋友吃了好多次了，推荐4人套餐，分量足！
oJy332071937,4.0,团购的套餐，三个人都没吃完，量很足，菜品不错，口感也好，下次会再来的
云卷云舒194,4.0,特别喜欢这种虾，虾线什么的都已经清理干净，直接扒了就吃，特别爽
XnH959757527,3.0,菜品不错，橙汁挺好喝的，服务态度很好
SEH394006493,3.0,菜品口感很好，就餐环境很好，服务热情，
匿名用户,5.0,好吃
区域,北京,餐饮类型,北京菜,店铺id,274653,店铺名称,博成雅居（青年路店）,经度,116.522395,纬度,39.92416
用户,星级,评论
蓝琥,4.0,可以可以的，价格合适，环境不错，口味不错
CCK440630556,5.0,家门口的老北京菜馆，亲民，味道很好，真不赖！！！！
ONz64451619,3.0,离家里近，性价比很高，预定的包间，
L3436823229,3.0,家常菜口味，服务员态度还好，菜品也还算可以
rPC812099402,3.0,菜的味道不错，疙瘩汤颜色有点重，不知道是不是酱油放多了，两个人平均消费181元感觉有点小贵，有点高档餐厅的赶脚了
GGZ922331321,4.0,听当地人介绍，确实经济实惠，菜肴份量很足，菜品味道不错，关键价格适中，人均60-70绝对充足。
yjl22081,1.0,楼上至少五个服务员，吃饭的时候叫了一个烤鸭，说好鸭架带走，吃完饭走的时候五个服务员居然没有人提醒鸭架子带走的事，订桌是在美团订的，前台也有电话，居然也没有人联系，这是吃了一辈子饭第一次遇到这样服务的老字号餐厅，在竞争如此激烈的餐饮市场，真心希望这服务能改进一下！
高杉杉的老爸,2.0,上菜太慢，上菜赶不上吃的。。。。
Ah.876,4.0,离家很近的餐馆，每次聚会都会来这里，上菜很快，菜品不贵，值得再来
o0小天堂00,5.0,"【口味】好
【环境】还可以
【服务】好
【等位】不用等的那种餐厅 #精品烤鸭# #宫爆虾球# #干炸丸子# #韭菜糊饼#"
chp19781122,3.0,比较经理实惠，就家常菜的味道，品相一般
Efr129108346,1.0,非常差的一次体验、味道很差，菜点错了，还不承认，这种破店该关门了！非常差！千万别去！
寂寞毛毛虫,5.0,家附近的餐馆，大众化，味道不错，量很大，菜品也丰富
EtQ287275661,2.0,一般，油大，菜品形象口味都一般
360wangzhe360,4.0,味道还不错，肉菜量稍微有点小。
匿名用户,1.0,买的烤鸭，鸭饼是剩的，配菜是搜的坏的！！！真***的年底找不痛快！！
guiyu1977,5.0,味道不错，价格实惠
匿名用户,2.0,点外卖挺好吃的，这次店里吃的都是没点过的，那个鱼太甜了，当时客人不多，上菜巨慢。
linzexu59,4.0,【环境】不错，口味可以，经常集体聚会
赵洪天572,2.0,这里点菜一定要询问价格。服务费给我们推荐了两杯苹果汁，一杯58元，起初我们没看价格，结账才发现吃了哑巴亏。精品烤鸭的量很少，开始我们还以为是半分。在美团上购了三张卷，结账时店家不让用，说买了鸭卷其他就不能用了！
redhairlemon,4.0,味道不错，经济实惠，孩子爱吃
亲亲可爱938,3.0,在家门口的店，我经常光顾。就是服务人员有点少。
亲亲可爱938,3.0,饭菜味道不错，烤鸭，便宜又好吃。
亲亲可爱938,4.0,烤鸭一如既往得好，有时只是为了吃烤鸭就去一趟。
韩举398,5.0,重要的事情说三遍 每次去的坐三楼服务是真的不错不错不错 菜量大 而且不贵 重要的是还好吃 很满意
