用户,星级,评论
匿名用户,5.0,饭店很好，来五六次了，服务态度很好，超级棒，热情的很，关键菜品不错，口味独特好吃，来久了都熟悉了，小料旁边很多小吃，很不错
SeD980028218,4.0,很不错 推荐 环境好 菜品合理
Lhj乖宝宝,3.0,很好吃，家里来客人了，正好离着比较近
dzj1021nn,3.0,还可以 味道不错 环境也可以 还会在过去
匿名用户,4.0,去好几次了不错
匿名用户,5.0,在家附近，去了很多次了，朋友也说好吃
VUm223252512,5.0,就在家楼下 超级爱吃这家火锅！ 每次朋友来了或者聚餐什么的 都是首选这里。 #当家鲜毛肚# #精品羊肉卷# #雪花肥牛# #鲜鸭血# #麻辣牛肉# #鲜鸭肠# #功夫土豆片# #鸳鸯锅# #当家鲜黄喉# #现炸酥肉# #巴蜀麻辣牛肉# #炸腐竹# #扯面# #藕片#
xrr187312607,5.0,不错
luckyboy_5508,2.0,跟价位不符，人均一百多这味道无语！鸳鸯锅底微辣，但纯属干辣，味道一般般
Mr.stacy,5.0,菜品很好，一家人去吃的，很棒哒
zhangxsa,1.0,特别难吃，强烈推荐不要来，全辣牛油没有任何牛油的味道
tOP310694721,5.0,捞面的时候不小心烫到了，小姐姐服务态度特别的赞，马上给我们拿来了冰块，，还问我们需不需要烫伤膏，服务态度特别的好，小姐姐工牌号是001，小姐姐人超美性格还极好，超级推荐大家来吃～
匿名用户,5.0, #精品羊肉卷# #当家鲜毛肚# #雪花肥牛# #鲜鸭肠# #鸳鸯锅#
yhm安好,4.0,作为一个地道的四川人，家门口开了四川火锅，那个激动啊，哈哈哈哈，自从这店开业就老去吃，前几次去觉得服务员不是很热情，也没有超前意识，这次去给我们服务的工作人员快赶上海底捞了，脸上满是笑容，一会收拾桌面垃圾，一会问还需要什么吗，一会这一会那，我都不好意思吃了，看了一圈店里的服务员，瞬间觉得老板应该给那小姐姐评个优秀员工，就是忘记问她叫什么了
青年的男生,5.0, #雪花肥牛# #鲜鸭血# #大刀腰片# #一米羊肉# #土豆片# #凤尾腰花# #香菜丸子#
hIo474354366,2.0,地方很偏 味道还好 但是超级贵！不会再去了
噼哩吧啦小公主,3.0,红糖糍粑比较是我的最爱，辣锅不错，尤其是土豆片非常棒 #红糖糍粑# #功夫土豆片# #当家手工虾滑# #现炸酥肉# #巴蜀嫩牛肉# #土豆片# #菌汤鸳鸯# #成都空运鸭肠#
rPf465039646,4.0,"离我家很近，但是这是第一次，味道不错。
并且给24号服务员一个大大大大大的赞。服务热情周到。"
匿名用户,4.0,都挺满意的
匿名用户,1.0,一般般啦，挺贵的不如海底捞，价格比那里不便宜
匿名用户,5.0, #菌类拼盘# #鲜豆腐#
mercyyy1,5.0,味道不错，两个人一个套餐再单点一份肉一份菜。环境不错很有四川火锅的感觉，口感也很正宗。就是没有自助水果，每桌只有一小盘西瓜，稍微有些少了。其他的都很好
Pvj373669829,4.0,服务还行，生日去的，还给送了生日面，放了生日歌，要是生日能给打个折就好了
匿名用户,1.0,量小太小 肉片薄如纸 进锅就找不到了 第二天还闹肚子了！
匿名用户,3.0,服务到位，小贵。贵的那款牛肚，好好吃。
匿名用户,1.0,味道差的没谁了，真的没得推荐。食材也不好，真的不会再来。上菜慢的让人闹心，时隔十多分钟上一道菜，吃一道菜再等十多分钟，真的无语了。离这不远有个王记小龙坎，喜欢重庆火锅的可以去尝试。
HtN318798314,4.0,味道不错 价格不感人，因为量小
王晚秋9,4.0,很不错，环境好，味道也超级赞的，银耳汤也特别好喝
oEu425014896,4.0,小盆友还要小料钱不理解，没多少钱的事儿……感觉不好！
koO766319433,1.0,开个发票能费劲死
lkl900838474,5.0,来过好几次了，味道一直很棒，好吃，菜品精致
syzlym991122,5.0,食材新鲜，味道不错。
jPk588216177,5.0,好吃就在家门口～
玍妈,5.0,秒杀四人套超值
ZZ周子淇,3.0,菜品一般
pyF147233407,5.0,服务好，环境好，菜品也很棒
XhG350234934,4.0,服务不错，小料丰富，竹笋偶尔碰到老的，巴蜀牛肉五六十岁人吃感觉有些老。那个鱼片不错！
tPl169408953,1.0,新开的，路过时候看见有折扣，但是今天我们来的时候没有折扣，过两天还有折扣，哎！服务感知不是很好，不建议来，太死板，人少，不会再来
uRE488803518,5.0,不错
qCL436707561,4.0,菜品很新鲜，味道不错👍👍👍👍
iCF512942018,5.0,不错啊
yzt10077,5.0,味道很不错，菜品很新鲜
孙晓懒爱祎,5.0,服务热情，菜品不错，环境优雅，味道赞
VmB934765337,5.0,不错
HeB403552028,1.0,不怎么样！上菜慢，没有四川火锅的味道。
TFe747914611,5.0,不让抽烟。挺麻烦
别闹260,2.0,不过口味一般
瀛，,5.0,服务很好
BDs415802097,5.0,价格实惠，味道纯正，有强烈的巴蜀风味，不虚此行！！！
Raq442247295,5.0,不错
愤怒d吃货,5.0,非常好吃！！！
elw436192702,5.0,食材新鲜！正宗四川火锅，服务也好！
rPf465039646,5.0,
pCQ817516452,5.0,
TFp13810864381,5.0,
wendy4593,5.0,
gNc952908832,5.0,
OeY197169891,5.0,
NlF383266035,5.0,
Baron2016,5.0,
Baron2016,5.0,
张悦航008,4.0,
张悦航008,4.0,
张悦航008,4.0,
匿名用户,5.0,
vrl507077873,4.0,
Nxm793583572,4.0,
Nxm793583572,4.0,
Nxm793583572,4.0,
iQd527709587,5.0,
Puk801707021,5.0,
ZPY750893656,4.0,
小妮雪,4.0,
wdV504907825,4.0,
Nyr490529272,5.0,
jlG731121492,5.0,
没有心的卷心菜,5.0,
iyH286043491,5.0,
王子杰啊啊啊,5.0,
xrr187312607,4.0,
Y41923,5.0,
任香雪,4.0,
匿名用户,5.0,
GJS837250896,4.0,
萧邦19850916,4.0,
beC825415263,4.0,
懒二妞妞,4.0,
mercyyy1,5.0,
匿名用户,4.0,
GEZE盖泽卫浴,4.0,
老谭503,4.0,
我走路带风lh,5.0,
quli1977,4.0,
quli1977,4.0,
韩孟孟856,4.0,
飘零絮语e,4.0,
爱瑶宝公主,5.0,
hyd181682527,5.0,
onW443912050,5.0,
qqqqu1,4.0,
qqqqu1,4.0,
bcU318213079,5.0,
XJB871887238,1.0,
大爱玲玲EVA,5.0,
Suj536918112,5.0,
Syr225050981,5.0,
dcg160578257,5.0,
北在哪儿啊,5.0,
bu52uu,5.0,
tIv985792410,5.0,
Nwo339336416,5.0,
elw436192702,5.0,
mka724118646,5.0,
瀛，,5.0,
CwQ688602913,5.0,
愤怒d吃货,5.0,
fBC575635808,5.0,
NvH566644053,5.0,
mwC833890036,5.0,
邵麟闰,5.0,
BWLHE,5.0,
紫瞳？,5.0,
dengmeirong1006,5.0,
YOl901328420,5.0,
eUA666014242,5.0,
cse264703500,5.0,
back99bone,5.0,
tig457303829,5.0,
xMQ446335346,5.0,
wxY854360725,5.0,
大食客准备,5.0,
yFX978785838,5.0,
gjb391097897,5.0,
POd380037419,5.0,
fXP859516847,5.0,
紫瞳？,5.0,
杨先生886688,5.0,
tIs771926517,5.0,
fgf310028754,5.0,
流火光尘,5.0,
Ffk321782187,4.0,
pYQ727658667,5.0,
gfP371071576,5.0,
nOq50043166,5.0,
Gvm631160034,5.0,
ZTw286129740,5.0,
piD99498888,5.0,
匿名用户,5.0,
Fdy813003872,5.0,
tig457303829,5.0,
Xjo821321720,5.0,
常青981,5.0,
SVmmYYy,5.0,
PnN832210048,5.0,
gul806055927,5.0,
qgl999590231,1.0,
uUp594288583,5.0,
kgv583981684,5.0,
zqZ928817149,5.0,
liran1025,5.0,
xba369168045,5.0,
jfk245877867,5.0,
rIx831692046,5.0,
lihongyu5085,5.0,
Dhq904221857,5.0,
孟凡玲0620,5.0,
EuY985187503,5.0,
chenyuey,5.0,
YNx285224325,1.0,
DiT441913720,5.0,
nkQ187851801,5.0,
YJJ815101015,5.0,
SQn165970152,5.0,
kkZ948304001,5.0,
jXj768770390,5.0,
viciywang,5.0,
GZr670557576,5.0,
LTr216770809,5.0,
OoQ182948649,5.0,
qAP205572541,5.0,
AJR459210004,5.0,
PVK591080203,5.0,
sjk680556313,5.0,
heS313485178,5.0,
iQK992393593,4.0,
区域,北京,餐饮类型,东北菜,店铺id,295511,店铺名称,来相会饺子宴（甘家口店）,经度,116.334578,纬度,39.928468
用户,星级,评论
白泽丶丶丶丶,3.0,不错，量略少，味道好，服务和环境都不错
睿睿慧慧,5.0,喜欢吃他家的饺子，菜品也不错
hgh180694248,5.0,朋友聚会一直来这吃饺子，饺子馅实在，味道好，值得推荐
hgh180694248,5.0,朋友聚会经常来这，味道不错，经济实惠
旭日洋洋0626,2.0,到店除了套餐外，还单点了酱棒骨。感觉没有之前的棒骨大，肉也少了！可能是那点时间猪肉涨价的原因吧！点的饺子上沾了个不知哪里来的毛☹️当班经理又给重新做了分送来。唉，餐饮行业务必要用心把关哦。
匿名用户,2.0,味道不如以前了，价格也贵了，服务也一般，
匿名用户,1.0,很差劲。。。。。。。。。不好在去了
KuC869137210,5.0,环境很干净，在大厅也觉得空间独立，服务很周到，饺子好吃，单点了一份三鲜的。套餐里面那个小炒肉也很惊喜，好吃。
dcr666822703,3.0,味道可以，饺子主打戏，其余菜品还算丰富，需要等待，人比较多。
小鱼儿丶1087,5.0,喜欢他家的～速度快味道好～
张好王志成,5.0,买的套餐，非常好吃，谢谢美团
匿名用户,3.0,挺不错的，帝都这种实惠的，我还是比较推荐
lmZ834582950,3.0,地点就在甘家口大厦东北侧，环境一般，饺子一般。
liyao83,4.0,饺子好吃 #猪肉三鲜饺子#
liyao83,4.0,饺子味道不错。
匿名用户,5.0,很喜欢这家的饺子，菜也很不错，服务态度也很好，价格很亲民，推荐
KhJ724298395,3.0,饺子和炒菜的味道都不错值得光顾
小八635,5.0,特值
匿名用户,3.0,还可以，，，，，，，，，，，够不够字数了？
uPo139953354,3.0,饺子味道好，喜欢炸蘑菇那道菜，只是这一次比较碎，没有以前的好，希望能保持质量，还会再去的。
wyU452550185,4.0,饺子薄皮大馅口味佳。大拌菜是妈妈最爱。
匿名用户,5.0,饺子不错。我很喜欢。
匿名用户,5.0,两个人吃的饱饱的，饺子味道也好，服务也很热情，值得推荐！
匿名用户,1.0,非常差！来这好几次了，一次比一次差！！大骨头肉都是柴的，豆腐汤一点味道都没有，服务员的服务更是呵呵了！！！大声跟顾客说话，一点礼貌没有！上的米饭是凉的！！！这么冷的天，让顾客吃凉饭！！！
卡酷小熊,3.0,随便吃吃还可以，比较实惠，环境一般，比较乱
CBB975708370,5.0,在主路东边，店面很好找。离公交车站不远，交通比较方便。上菜速度还是挺快的。味道挺好，两人餐吃得非常饱。这个拌菜的味道是非常的好。饺子都是先包现煮，个头大，馅料香。酸梅汤。量真大。味道也好。.这家店回头客还是挺多的。还会支持，总体挺好的。 #猪肉白菜# #酸梅汤# #韭菜鸡蛋#
匿名用户,5.0, #专注专研东北家常菜#
FLd435457256,4.0,菜品口味不错，就餐环境还可以，服务态度很好！
匿名用户,4.0,饺子味道很好
闹市大隐,4.0,团购3x元，2份饺子，加一凉菜和酸梅汁，一人足够吃饱。服务员推荐饺子一煮一蒸，各有各的味道。
drN870925378,2.0,服务还可以，味道还不错！总体来说良好
UBz266172127,4.0,菜不错，环境也挺好，就是人很多 上菜有点慢
匿名用户,2.0,菜单里菠萝饭和实际上的菠萝饭样子完全不一样。不推荐这个饭。
zel798641782,4.0,挺好的，口感都不错
匿名用户,4.0,味道挺好，价格值，工作日5.30左右，人很少
释云鹙,3.0,美团上写着交大店，去了发现关门了。到了甘家口店，给收银员验完卷等了半小时也不上，孩子一直催饿，一问收银员，说她只管验卷，不管下单，让我找服务员下单，你早说啊，再让服务员下单又等了10多分钟才吃上。原本就赶时间，没吃几口，全浪费在等上面了。建议加强员工间沟通，不要事不关己高高挂起，让顾客去沟通。
niuyuhong2012,4.0,味道还不错，主要是上菜挺快的！
匿名用户,4.0,下班时间人有点嘈杂 上菜也不快 好在味道还可以
匿名用户,3.0,我的评价至少需要15字，饺子一般吧，我吃着没什么特别的
地三鲜不要三鲜,4.0,配菜做的不错，奔饺子来的，结果一般般
小八635,4.0,服务非常热情，但是好像又涨价了。
imr223736191,4.0,秒杀的，性价比超高，味道也不错，环境很好。距离住的地方很近，也很方便。
塞北枝上雪,4.0,性价比高，饺子好吃。值得推荐
EwC64892522,5.0,两个人吃得饱饱的，饺子好吃！
LHB团,2.0,蒜泥不新鲜，总体服务态度还行吧
liyao83,4.0,主打饺子，饺子确实不错，每次都是为了吃饺子去的。
匿名用户,4.0,二个人吃 炒菜不怎么样 还挺贵
月光水琳珑,2.0,去用劵吃，告诉我没有酸梅汤，让我不用券，直接点餐，我坚持用劵，商家把酸梅汤换成，300毫升可乐一瓶😱😱😱
meituanlaoren,4.0,还不错
leisqxl,3.0,小菜吃的爽口，饺子皮薄大馅，服务热情周到，下次还去。
Erjun1986,3.0,还不错，就是人多太嘈杂了，哈哈哈哈嗯嗯嗯嗯
wuwen.163,4.0,家常菜，很喜欢。中午时，人很多，服务基本还能照顾到。
ctF355758390,3.0,菜品口味清淡，新鲜，服务员服务周到，下次还会去吃。
戒酒的少年,3.0,还可以吧，要了两份饺子，两个菜，
匿名用户,4.0,全家人都喜欢吃来相会的饺子和大棒骨，还有很多经典的东北菜，味道很好，值得一去。
匿名用户,1.0,味道一般 吃半天了 服务员过来说筷子是收费的1元1双 我就服了 不是花不起这一块钱 但是这种问题不是应该在点完餐付款的时候一起收了吗？ 吃半天了 你过来要筷子钱 呵呵
清风舞鹤,5.0,"非常好吃，菜品美味，服务非常好，
店铺在路口好找，点赞"
MQC925557737,4.0,"口味很好，
环境也不错！"
因跳舞而精彩,5.0,"大拌菜很新颖，摆盘漂亮，蔬菜种类很多，都切成丝，加上香香的辣椒油，最关键的是没加糖，点赞！

重点是他家饺子，个个圆滚滚的，很讨彩头，猪肉白菜馅儿饺子非常香，是过年东北人吃的味道😄
韭菜鸡蛋馅儿饺子，适合喜欢素的食友；
盛饺子的盘子可以让饺子不糗～ #饺子# #三鲜饺子#"
匿名用户,4.0,不错
匿名用户,3.0,"【口味】中上。
【环境】中等
【服务】热情
【等位】十分"
WqH42176868,5.0,很好，老边饺子没毛病！！！！！！！
WqH42176868,5.0,很好，老边饺子没毛病！！！！！！！！
孙悟空2564,5.0,"饺子味道
【口味】很好
【环境】优雅
【服务】到位
【等位】上菜快 #饺子# #煮饺# #甘家口# #韭菜饺子#"
asdfheaton,5.0,菜品分量足
高永兰199,3.0,饺子挺好吃、实惠，一口气美团了2份
Oih351895970,5.0,很好
xiaolu3493,2.0,饺子味道不错，东北口味。但服务一般，叫半天才有服务员来。过年去的，还加收10%服务费。
匿名用户,4.0, #蒸饺#
uvy133293630,3.0,第一次去，还不错，以后还会qq
ssX344727510,4.0,饺子还是挺好吃的，美中不足的是汤给我上了好久催几次不给拿碗。 #煮饺#
janet谷静,4.0,三鲜虾的饺子最好吃，煸馅的一般般，性价比不错的饺子馆，值得推荐
aKa259133147,5.0,不错
Yog87146728,5.0,可以接受，挺好的😄，就是有个别服务员态度不好😊希望老板多教育~
yangxuhua1982,4.0,挺好的！ #三鲜饺子#
zfi390039494,5.0,菜品味道不错，服务非常周到、热情！
匿名用户,1.0,菜卖得挺贵，份量特别少，做的很难吃
plpl8,5.0,东北人开的，菜量多，味道赞，不要小瞧饺子哦，超级超级好吃的哦，喜欢素三鲜，大虾饺，一大个虾哦，一家三口，点了饺子和菜，吃得太撑了。中午一顿，晚上立马又来了。家有小宝，一听继续吃水饺，超级赞成。吃吧，听我得不后悔
pPl223669295,5.0,饺子很好吃，锅包肉很不错。
zhangytdq,3.0,服务员误导消费，感觉不好👎。。。。
匿名用户,5.0,酸白菜小肠不太好吃有点臭臭的～海蜇有点咸😔
Uhf381780083,5.0,特别好～带妈妈去的，老人特解爱吃饺子，点了特色饺子，妈妈很满意，味道特别好。还点了锅包肉和东北大拉皮，都值得推荐～～
plpl8,4.0,饺子好吃，一整个大虾，素三鲜，虾饺，蒸饺，水煮饺，想怎么吃就怎么吃超级好吃。宝宝超级能吃。中午品饺，晚上继续，点菜加水饺，真不错，据说东北京开人，菜份量杠杠滴，一家三口，有说无力啊，没吃几个菜就撑了。
a婷子1990,5.0,菜品味道不错，不过量一般吧，不算大，人好多啊，去了排队，服务员都忙不过来，菜品味道好，这些都可以理解吧。
匿名用户,5.0,味道很好，只是涨价了很多，以前人均60元，现在人均80元。不过，菜品味道很好，地道的东北菜系。东北蒸饺味道杠杠滴。
匿名用户,4.0,饺子皮薄，煎饺风味更佳，就是旁边吵架的餐客服务员也不劝一下，严重影响用餐环境和社会和谐。
goldenbaby9285,1.0,顶多一星，炒鸡蛋里有鸡蛋皮，服务员半天叫不来，目无表情的呆滞，太差了。必须去前台自己结账！！！不会再来
gFd209969044,1.0,东北乱动吃出头发！
hGX791026959,5.0,什么什么都好！
gCO697756038,1.0,前台有点缺心眼
lLP362947940,3.0,服务差～才还行
张坤小春,5.0,这次过来吃饭特别不错，有自己家的味道
gUT464417507,5.0,来相会的饺子很好吃，以前住的地方在来相会附近，经常去吃，现在搬远了也会得空儿跑20公里远去吃
张坤小春,5.0,特别好吃，感觉味道和以前一样
热乎乎的包仔,4.0,这家饺子馆也开了很多年了，但是一直没有来过是因为在离家门口更近的地方有个车公庄店，车公庄店因为撤店今天第一次来甘家口店，位置很好找 就在甘家口大厦斜对面，左边是肯德基 右边是吴裕泰，饭点去的稍微等位，门口穿白衬衣的服务员态度很好，其他的服务员态度一般般，菜品中规中矩 饺子也一般般吧，蘑菇馅的 没什么味道，韭菜鸡蛋的很咸…
张坤小春,5.0,感觉不错，下次带朋友一块过来
张坤小春,5.0,贴别的哈，下次一定再来光顾
张坤小春,5.0,特别不错，下次再来
lIC723895575,5.0,好棒
热乎乎的包仔,4.0,位置很好找，就在甘家口大厦斜对面，进去往楼上走是嘉禾一品，地下是来相会，饭点去的稍微等位，门口穿白衬衣的服务员态度很好，点菜的服务员心不在焉，一个菜都要重复两遍，两个人点了这些居然觉得我们点的少，也是醉了！东北大拉皮很棒，麻酱味道浓郁，味道也不错，乾隆白菜略咸，蘑菇三鲜饺子…可能忘记放盐了，自制血肠的蘸料真的是，太简单了吧，还好桌子上有蒜泥，放了一些进去味道好多了，三鲜蒸饺不错，韭菜鸡蛋饺子就…略咸，韭菜有些生辣，因为人多吧，结账的时候服务员就一直在讨论好像有一桌没结账就走了 而我这个结账的就被晾了好久…总体推荐吧…
张坤小春,5.0,挺好吃，感觉味道还不错，下次叫着朋友一起
匿名用户,4.0,东西不错，服务一般，那个排骨儿子特别爱吃，哈哈！
张坤小春,5.0,今天带朋友过来的，朋友感觉不错，挺上档次
张坤小春,5.0,挺好的，感觉跟以前一样，下次再来
张坤小春,5.0,特别好吃，下次一定在过来，介绍别的朋友
张坤小春,5.0,挺好吃，下次再来光顾
nZY220314860,3.0,服务员有待提高
kul74232612,4.0,总体一般，中规中矩，没有让人再去一次的欲望。
张坤小春,5.0,味道好
rbn166174958,1.0,摔个大跟头
张坤小春,5.0,还不错，下次再来
张坤小春,5.0,挺好吃的，下次再来
Eleventingi,4.0,同事喜欢到这聚餐。还行。
Umy495816520,5.0,好吃
张坤小春,5.0,挺好吃，不错
张坤小春,5.0,感觉还是那么好吃的，
张坤小春,5.0,挺好吃得，味道可以
张坤小春,5.0,感觉还不错，以后继续加油哦
张坤小春,5.0,挺好的
张坤小春,5.0,太好吃了，下次再来
张坤小春,5.0,今天豪爵特别不错
张坤小春,5.0,太好吃了
张坤小春,5.0,56，今天过来，感觉不错
不如卖红薯733,2.0,两星给味道，其他都怪速度慢
vLf760749537,2.0,服务差劲
水天一色203,5.0,好，很好，来相会的明天会更好
egT179811902,5.0,挺不错
egT179811902,5.0,今天过去了，感觉还不错
egT179811902,5.0,563，挺好吃的，下次再来
egT179811902,5.0,怎么说呢，就是感觉挺好的
egT179811902,5.0,789，感觉不错
egT179811902,5.0,感觉到特别舒服
egT179811902,5.0,奥，太好吃了，下次再来
vdX107072974,5.0,好好
egT179811902,5.0,123，特别好吃
HZm276430486,5.0,好
JLO579556309,5.0,没擦桌子，餐具不齐
lIC723895575,5.0,真的很好！
egT179811902,5.0,味道特别的好
asdfheaton,5.0,量大，味道不错，环境还行吧。
匿名用户,5.0,不错，特别好吃！
QIC649197941,5.0,东北菜，味道符合北方人胃口，分量足够，饺子是店里的特色，每次必点
olN347530120,4.0,还不错，值得再来
xyzshmily_,5.0,改名字了，以前的老边饺子，其他一切都没有变。
吃就吃来了吧,5.0,还可以吧，嗯嗯嗯嗯嗯
匿名用户,5.0,离单位比较近，人不少，饺子不错，但是个人认为，如果吃饺子，还是大连海鲜，那种个儿大，过瘾。
绿色的眷恋,5.0,口味鲜，好吃，
JCa793748964,5.0,服务非常好，特别是其中一位个子较高微胖小伙子服务主动周到，眼里有活儿，感觉非常好！
lopupve,5.0,拉皮非常好吃！还有角瓜鸡蛋饺子，这两个是强烈推荐呦！
念444,4.0,味道一般般，但跟东北的饭店比还相差甚远，远水解不了近渴，凑合吧，价格实惠
灵动的雨263,5.0,好吃，每次路过都要去吃，名字也好听
ala阳阳,4.0,一般，感觉宿舍聚的不大开心，没少花钱，菜什么的都一般！
jAN65496227,5.0,服务周到，菜品可口，饺子好味道，环境好，下次还会光临！'
gUT464417507,5.0,菜味道好，饺子好吃，服务也不错，有时还赠个汤饮之类的，一家人经常去吃。
gUT464417507,4.0,来相会的饺子好吃，菜的味道也很不错，已经吃过很多次了。
为幸福奔跑001,4.0,锅包肉很久没吃了，味道不错。孩子说茴香陷的饺子还是家里的香。环境还不错，晚6:30左右人还不是很多。美团和大众点评结算有优惠。
匿名用户,5.0,猪肉三鲜的饺子很好吃，又单点了一份血肠，以后还会来吃。
OCI524435603,5.0,很喜欢
初夏荷叶,4.0,口味不错的，菜样也多，有特色？环境也好，别看是地下室，人可不少，挺好的，推荐
mary5811,2.0,上菜速度比较快，菜品一般，周边环境不错，服务员
sPM529143556,5.0,不错👍很好、环境
wap263,5.0,服务周到，上菜快，色香味俱佳，饺子做法丰富，冰花煎、双面煎都很有特色。
liyao83,5.0,好吃，好吃，好吃，重要的事情说三遍。经常去吃的
匿名用户,5.0,饺子馆新装修了，地方更大了，环境也看着上档次了，饺子挺好的，是家里包的味道。要的猪肉韭菜馅和猪肉三鲜馅，里面有大个的虾仁。饺子咸淡适中，也不腻。菜是东北菜的口味，味重，比较适合北方人的口味，服务员也不错，主动上饺子汤什么的，总体挺满意。
匿名用户,3.0,还可以吧，感觉没有以前好了
JIe622422139,4.0,砂锅扁豆丝味道不错，各种饺子也不错
IMC552938983,5.0,总去吃，还是蛮喜欢东北菜的，符合自己的口味，酸菜水饺，锅包肉，酸菜血肠，酱棒骨都比较喜欢
tj1388,5.0,好吃，味道很好，服务也不错……
Mox751902643,5.0,吃的很满意服务很到位 给人一种家乡的感觉
匿名用户,4.0,菜品味道可以，上菜速度也还行，其它服务有点慢。
念444,3.0,口味偏重，味道还可以，离家近但是头一次来
lnu929479093,5.0,这家是以前的老边饺子馆，味道一直挺好的，比东方饺子王好吃。就是付款那每次就一个人在忙，好多顾客结账，付个钱都要等好久也是晕了，又不是超市。
柳柳珊zz,4.0,环境很古风，很漂亮，菜的味道很美味，而且量很足
匿名用户,4.0,还可以吧，有机会再吃吧，呵呵。
匿名用户,4.0,环境服务都不错，号称北京最好吃的饺子馆，真的感觉不到啊。。
蜜陶,5.0,环境很干净，服务态度很ok，下次还会光顾
惊梦呓语,5.0,口味很不错，也没有因为是团购而态度不好！
ww0072,4.0,口味尚可，东北菜较正，水饺量大，值得推荐
宝贝紫雯,3.0,不错，服务态度好，有机会还要去吃的
hxX370131507,5.0,饺子好好。菜做的也不错。服务态度也很好。
hxX370131507,5.0,饺子很好吃。菜做的也很好。服务态度也很好。
藏香ju,4.0,饺子皮薄馅大，料足。要了猪肉韭菜馅饺子和猪肉韭菜虾仁馅两种口味，是现包的，都挺好。服务员还主动给上了饺子汤。凉菜扮得也不错。上菜快，菜口味也都是家常菜不错，以後还会来。用了美团相当打了个9折，验券速度也快。希望以后优惠力度能大一些。
匿名用户,4.0,挺好的，我都存款了，还很耐心的帮我申请退款。
happyzheng,1.0,菜品感觉不错，环境感觉特别糟糕，服务不行
rDP704798730,4.0,很好，不错，是老家的味道，以后有机会还回去了😁
HYW135882916,3.0,还行，味道挺好的！经常去吃饺子，喜欢大馅饺子！
yZl141750374,4.0,饺子味道不错，有点到家的感觉，还有各种炒菜，很适合家庭聚会，商务宴请。
kaifeng198889,5.0,水饺和菜都很好吃，服务也不错，赞！
ah19790523,5.0,饺子皮薄馅大，料足。要了猪肉韭菜馅饺子和猪肉韭菜虾仁馅两种口味，是现包的，都挺好。服务员还主动给上了饺子汤。凉菜扮得也不错。上菜快，菜口味也都是家常菜不错，离家近，以後还会来。用了美团相当打了个9折，验券速度也快。希望以后优惠力度能大一些。
wty_jglx,4.0,饺子品种很多，味道不错，价格有点小贵
区域,北京,餐饮类型,西北菜,店铺id,42146715,店铺名称,东方宫兰州拉面（南法信店）,经度,116.61082,纬度,40.11558
用户,星级,评论
爱新觉罗loong,4.0,红烧牛肉面的肉再多点再软烂点就更好了，哈哈
爱新觉罗loong,5.0,味道还是有保证的，虽然不惊艳，但是不会失望吧
爱新觉罗loong,4.0,之前单位楼下的面馆，拉面还是可以的，只是可能速度不是很快，要等一会，哈哈，炒方便面不推荐，太太一般了
顽皮少年155,5.0,好好
wht823923,5.0,很好 性价比超高 味道也很好 分量很足
XMg757053896,5.0,嗯呵呵他可能今日国内拿铁咖啡吧柔嫩可能呵呵呵呵就把人家嗯嗯然后人家回复呵呵呵呵呵减肥就减肥减肥减肥牛飞那附近的酒店解放军和减肥减肥红腹锦鸡人挤人挤人酒店解放军房间居然居然居然减肥就减肥减肥就让家人渐入佳境人挤人挤人
Bonnie0991,4.0,好好吃～分量足，套餐划算。我的饭量算是比较大的了，我居然都吃不完！推荐大家来吃这个套餐。店面特别大，地理位置要很好找，就在b座的楼下靠近马路的那边。店内环境也很好，干净卫生，装修也很考究～推荐大家来吃。 #烤羊肉# #兰州炒拉面# #可乐#
您好魏老师,1.0,菜只能选一种，不能拼，我爱吃腌萝卜条……牛肉就4片，告诉正常10元的牛肉就这样！非常的不好☹️
fyfmww,4.0,味道很好，上菜很快，非常满意。
mqV619535729,1.0,服务最低的店，啥也不懂，付了款还让我退单。
eqZ282149288,1.0,不太建议来，都快转让了
zyzymcool,3.0,传统的兰州拉面，要的宽面，种类非常多，默认的是细面，还有什么二细，毛细，数不过来，肉真的是非常少，不用心看根本看不见，面刚刚好够一个人吃吧，请真的地盘，可以加一份牛肉，上面倒是很快，连锁的味道，都懂得
匿名用户,3.0,羊肉串的肉质太硬了哎呀呀呀呀呀呀呀呀
羿展,1.0,现在一碗拉面，里面就当3个小的可怜的肉丁，还有必要放吗，没想要更多的肉，但是3小肉丁，好像是施舍。各位觉得呢
病态.673,5.0,饭菜很足 很好吃
rqP485977803,3.0,还可以，感觉没有以前好吃了，，
匿名用户,5.0, #传统拉面# #兰州炒拉面# #烤羊肉# #烤板筋# #烤羊腰#
xixichenxue,3.0,面越来越少了，味道还可以，去过很多次了
xixichenxue,3.0,面条越来越少了，小碗吃不饱，去过几次了
享受快乐6565,3.0,"还可以【口味】
【环境】
【环境】
【服务】
【等位】比较乱，"
jenny790311,5.0,干净卫生，好吃
jenny790311,5.0,干净卫生美味
xixichenxue,3.0,还可以，就是牛肉越来越少了，小碗的都不够吃了
mCZ941953686,5.0,拉面好吃
koufei1234,3.0,整体看还是不错的，尤其作为中午快餐！
koufei1234,3.0,总体来说还是不错的，作为快餐来说！
丶筱稣,1.0,我要的是一个烤馕 给我上了一半正常的 一半糊的  比馒头干都硬
享受快乐6565,3.0,上餐快，口感不错。但是人也多，环境乱。
