区域,北京,餐饮类型,火锅,店铺id,298462,店铺名称,东来顺（世界公园店）,经度,116.290989,纬度,39.813989
用户,星级,评论
_qqvd41360077371,5.0,好好好。环境好服务好菜品好性价比高
jamo味精,5.0,特别好吃，吃了好几次了，肉很厚实，吃着很爽，很香
Secret26,4.0,肉不错，比较新鲜！还会光顾。。。
UCj70975773,5.0,小吴，只问了那个小伙子叫小吴！服务挺好！
匿名用户,4.0,服务员态度一般，叫来了韩国帅哥思密达店长，店长亲自服务，态度很棒，味道不错，还会再来。
女王没毛病,5.0,特别好这个套餐，主食都没用就饱了
Ytk971531091,5.0,好吃不贵……人均六十元，还有自助小菜和南瓜粥
OHH342723977,5.0,菜品很好，就是服务员少一些，她们都忙不过来，我们在那里还需要等待。
SmL256809247,1.0,服务服务服务服务差差差差差差差，可能是霍静因为人多
匿名用户,5.0,菜品搭配合理，口味饱满，服务周到，价格公道，烤肉不二之选。
nini0812,5.0,一开始以为是一份肉四选一呢，原来不是，是里面的肉都有，小菜特别多又很美味，环境很好，冷面味道一般，石锅拌饭很好吃，店里的服务也相当好，小姑娘都给烤好肉放在旁边，总之相当满意啦，以后还会来的，一家三口吃的太撑了
匿名用户,5.0,经济实惠，冷面，拌饭都是免费的，还有免费南瓜粥很好喝
Nas971077543,3.0,经常去的一家菜馆，味道不错，服务态度好，环境也可以
匿名用户,4.0,小菜种类很多，可以再续，推荐鸡蛋羹和拌饭。肉的话有三盘，分量不是很多，但是够吃，主要原因是配菜多啊。环境很不错。
匿名用户,4.0,小菜种类很多，味道也不错，只是团购后性价比和有的韩国烤肉店比起来还是不高。
lilo234,4.0,不错，吃的很饱，冷面不限量！下次还来！
陈焕258,3.0,他俩味道和环境都还不错，服务没有原来好了，服务员有点疲惫的赶脚，不热情
UoK896255742,4.0,味道不错，一如既往，继续加油啊
啊小木人,4.0,小菜有几样很好吃的。两个人有点吃不完。味道还可以。
胖嘟嘟小肉肉,2.0,小料味道不太正，不过服务态度还不错，试营业期间去的，折扣很大
oEH112846530,5.0,"非常好的一次团购,性价比很高,小菜的数量很多,味道也很不错！冷面很好吃很正宗,石鍋拌饭也很好,再有海带汤、南瓜粥都不差！地方也比较好找在九仙桥街上、环境也不错,服务很好还协助烤肉。下次还要推荐给朋友！"
xiner55,4.0,经济实惠，味道好，赠送多道小菜！
匿名用户,2.0,二人烤肉，然后上了很多配菜配菜的量很足，重点是都没有特别好吃。个人对烤肉没有太偏爱，所以那天觉得烤肉的味道也非常一般。看着上来东西少其实完全够吃。工作人员倒是非常热情的，如果有朋友要去，不是非常正的韩餐哟，吃烤肉就可以去一下
kzc762287499,1.0,有个女的服务员，长头发扎辫子，态度太次了，
zJr180586499,5.0,分量足 价格便宜 不需要等位 服务特别好
NBa782681930,3.0,挺好的，菜品很多，环境很好，，
zerotonine,4.0,挺不错的，烤肉是挺好吃的。值得再来
Pikaboom,5.0,很不错很好吃的一家烤肉店、不会考还可以找人帮你烤赞
硕果累累626,5.0,菜品不错 肉质也不错位置挺好找
_qqfv81381933431,2.0,还行吧，对菜量来说偏贵，有个火锅，里面几乎全是面不好吃
CarolineWarlord,4.0,#石锅拌饭# #烤牛五花# #烤牛肉# 经常来这家店，服务很好，菜品味道好。
FUW363724937,5.0,挺好吃的，就是有点忙活人………………
匿名用户,3.0,服务态度还可以，品种也很多，还算满意，味道也还不错，和朋友一起去的，如果有机会，下次还是回去的，也会介绍朋友一起过去的，里边服务员的态度是真心不错的，我们去的早，并没有需要排队，到了就直接吃上了，不错。
小苏心233,5.0,味道还可以 碰巧赶上七夕 排队好长时间
蓝、小曦,5.0,吃的好撑的，三个人的份还行，服务人员态度超好
Pikaboom,5.0,好吃，南瓜粥好喝、冲着南瓜粥来的
匿名用户,4.0,环境还不错，饭点的时候需要等位，人多的时候服务难免就跟不上了，还是要赞一下~
一生爱杰,5.0,特别的赞\(≧▽≦)/！爸妈第一次来北京，找的这里吃饭，挺好的
大脸侠919,3.0,味道还行、很有韩国特色、就是地段不怎么好找…
匿名用户,5.0,给狗狗美容，离宠物店比较近，中午过来吃饭，味道还不错，下次还会来
nemo621,4.0,经常光顾的一家餐厅，烤肉腌的很入味，送很多的小吃，拌饭也喜欢。
oSu337461823,4.0,强烈推荐啊 好吃不贵 非常实惠
graceyxy,3.0,经常来这吃，品质一直不错，望保持
nemo621,4.0,经常光顾的一家餐厅，菜品味道好，价格合理，很喜欢。
wPF430222680,4.0,"非常好的一次团购,性价比很高,小菜的数量很多,味道也很不错！冷面很好吃很正宗,石鍋拌饭也很好,再有海带汤、南瓜粥都不差！地方也比较好找在九仙桥街上、环境也不错"
Joyce可可豆,5.0,真心很划算，人均跟呷哺一个价格，肉还有人给烤，棒棒哒
晴晴大草莓晴晴,2.0,能不能多请几个服务员！人手明显不够用。吃饭我都是自己动手那东西，服务员根本喊不过来，要用吼的！
心善养性,3.0,烤肉还好，烤肉的服务员烤的还好。小菜不好吃，肉比较筋道，孩子吃不了，海带汤孩子喜欢喝，就问服务员又要了一次，让他多给两碗，人家不给，不太理解。160的套餐，没有几样喜欢吃的
JlT880229390,4.0,小菜很多  烤肉也不错  很实惠
富贵肥妞,4.0,很不错，经常光顾，有机会还去。
yuanaixiaozhen,3.0,烤肉不错，主食感觉是早做好的。
zhoudandan,3.0,环境不错，味道很好，套餐很值。
gzV46335581,5.0,很棒，肉很新鲜，小菜很多，服务到位，推荐！
匿名用户,3.0,来过很多次，服务没有以前好了，找服务员要沾酱，需要叫三次才动，有点失望，希望能改进吧！
hanli1984,5.0,就在公司附近，他的赠品小菜，以及南瓜粥都特别棒，所以我们经常去
松鼠国山大王,3.0,吃饿很饱。就是生菜少。再要生菜就不给了
匿名用户,4.0,服务态度杠杠的   味道也很好
匿名用户,3.0,味道不错，两人食量不大所以剩余很多的，满满一大桌子菜
zyx3333789,5.0,老板帅到爆、望京吃过算是正宗的了、口味可以
编辑小于,5.0,物美价廉 推荐吃牛排牛肉五花肉 还赠送主食 很丰盛的配菜 绝对要去尝尝哦
tsq751186256,3.0,口味感觉不错，服务员不是很多。自己烤掌握不好火候。
神话小少爷,5.0,环境好，干净，便宜，服务态度完美
UVz801362469,5.0,服务热情，也特好吃，大家可以来尝尝。
szx8528,5.0,每次去都很棒！！适合朋友小聚 公司聚餐
李燕娟1222,4.0,经常去 很喜欢这里的菲力牛排 超级好吃 第一次团购很合适
SinseWENGU,5.0,很好吃，小菜超级多～两人餐量很多！
夹缝中的旧时光,4.0,还不错啦，比较正宗，服务也很好，值得推荐。
匿名用户,2.0,菜品一般，环境一般，服务一般！
kpf721216663,4.0,点的肉口感很好，酱料味道不错。我偏甜口所以送的小菜主推土豆泥，沙拉和南瓜羹
baizhen123,5.0,挺好，还遇上了韩国帅哥老板，扯了几句韩语，其实，老板人家也会中文……～离家近所以经常去，两个人点了110，牛五花65，还有一个牛什么45，俩人也够了，反正还有免费的拌饭和冷面。服务也#菲力牛排# #烤牛肉# #冷面# #牛五花# #水果沙拉# #调味牛舌# 总体挺好的，推荐！
依然范特西290,4.0,环境很好，小菜也很好，烤肉味道也很好
ygF839008467,5.0,分量太足了 好吃 而且有个服务生哥哥特别棒 帮我们烧烤 划算的不行 我和我弟弟两人吃撑了
annybaby1989,5.0,很好，经常去，只是之前不知道有团购。如果是爱吃肉的朋友，肉的份量或许有点难以大饱口福、放开吃。不过主食和小菜都很丰盛，可以自由选择，还是值得推荐的。
irQ233290969,5.0,烘培民心佩恩你莫色胚5级新拍6热定位
vek798264073,5.0,良心店，赞一个……………………………………………………1112
irQ233290969,5.0,1把就QwQ明敏明飞饿哦吉林公婆耳朵
肉的海鲜酱,5.0,很不错的烤肉，送很多的小菜，冷面和拌饭可以任选！
irQ233290969,5.0,公司的给您破MPLS金鼎orz去旅游
小雨狙击,2.0,这次体验非常差！包间不安排服务员…大堂全部服务员帮忙烤，之前来过，就是冲着他们帮忙烤的服务来的，上次一直在忙活，弄的我们都不好意思要小菜…这次要了不知道多少次，才给拿一点来！鲜明的对比
SS33SS3,5.0,恕吃货孕妈太饿了，吃到最后才想到拍照评价。特别的喜欢吃这家！推荐套餐之外点猪五花，不沾酱，只沾一点盐，味道相当不错！小菜推荐拔丝地瓜，土豆泥。南瓜羹偏甜，海带汤和鸡蛋羹一般，牛肉汤、冷面和石锅拌饭强烈推荐！#冷面# #石锅拌饭# #牛肉汤# #南瓜汤# #土豆泥# #五花肉# 服务员服务热情，态度好！美中不足是排风不太好，希望改进！另外孕妇孕期不可以喝大麦茶，希望可以备点柠檬水，成本不高，希望老板能够采纳建议！
Qne394669463,3.0,很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好
Miniqi528,4.0,性价比很高，两个人吃不完的。。。。
qxs960161815,5.0,家门口的美食，强烈推荐。环境好，服务佳，口味纯正，烤肉，冷面，拌饭都非常好吃。况且点烤肉其他各种小菜、冷面、石锅拌饭都免费供应不限量，来吧
匿名用户,5.0,很不错，以后就选你们家了～～～味道好，服务好，分量足，聚餐的首选啊～～～
DIGUAandTUDOU,5.0,味道很不错，小菜的份量也很足，特别喜欢，他们家小菜中的辣酱螃蟹。
飞翼逍遥,4.0,还行，小菜无限量供应。味道也还好
Xinhui0427,4.0,"很好吃，服务也特别好，小吃也很好吃，
赞一个"
倩倩的心晴,5.0,环境特别好，来过好多次了，我和老公都很喜欢这家的烤肉，强烈推荐
_qqfkc1377013357,5.0,服务的阿姨非常热情，味道也很满意，性价比超高。
sasala566,3.0,赠送的小菜里，没有了男友最爱的螃蟹，感觉价格也上涨了，之前团购两个人一直买的一个套餐是 140元的，现在是160，南瓜粥感觉太甜了一些，不过这次尤其喜欢芒果汁，很好喝。可能自己饭量也不如以前了，大大下降，还有一开始的牛肉有点太老了，半天咬不动，后来的还好一些……
aq采女孩的蘑菇,4.0,常来的地方，好吃不贵！朋友们都喜欢这里
RORO785,4.0,有点太热了      别的都挺好的
茗茱,4.0,来过好几次了。肉好，服务好，环境也很不错，非常干净，抽烟筒非常好，吃完烤肉身上也没有味道！
奶爸龙,4.0,味道不错，服务周到，环境挺好。
匿名用户,4.0,特别好吃！推荐菲力牛排！肉肉很嫩！朋友聚会最佳场所！
xjh151981822,4.0,味道很不错，服务一般、环境一般！
鱼和我的乌托邦,4.0,份量十足，环境很好，感觉很原生的状态，除了不好停车外其它都不错
Cookies_Q,5.0,很喜欢 经常来的一家烤肉店 很美味
鱼和我的乌托邦,4.0,请朋友去吃的，环境不错，味道也很好，就是停车有点不方便
QFB292775131,4.0,去了很多次了，很喜欢！特别喜欢吃他家的酱螃蟹
PJB558245064,3.0,挺好的，环境不错，服务态度也是可以的
aizhuqian,5.0,不错，十分推荐!继续使用美团!
qqY742811413,5.0,美团花了173。特别的完美哈哈
月月大管家,2.0,对于380这个价格团购来说不便宜，味道和服务也一般。建议单点，没有必须团购。
孩子他妈睿妮,5.0,肉不错，就是服务人员太少了叫半天都没有人理
匿名用户,5.0,环境非常好，性价比超高的一个。
blS652909774,5.0,环境优雅，服务热情周到，交通便利，位置很好找的。
Bi宝儿小亲亲,5.0,服务很周到 还送很多小菜 海带汤还有南瓜粥 价格也不贵 推荐
Bi宝儿小亲亲,5.0,非常好吃，环境很好，强烈推荐，周末人很多，平时去早点不用等位
xiaochengLily,1.0,服务真的不是一般的差，肉质老，味道一般
Haibara_Aii,4.0,位置好找，还不错，小菜很丰富，有专门的人帮忙烤
vTA298546292,5.0,环境很好，很好中秋快乐，来了好多次了，因手机出问题了，照的照片全没了，下次补上。
金承浩！,5.0,味道不错。赠送的东西很多。烤肉都是有帅哥给烤完。特别方便不用把时间浪费到烤肉时。可以聊天喝酒不用担心肉糊
Bi宝儿小亲亲,5.0,环境非常好 位置也很好找 每个月都会去几次 推荐推荐
fanfan78963,4.0,特意开车从南二环跑去的，总体说是不错的，而且提供的小吃和主食我也觉得蛮好吃，而且不限量供应，环境也还不错，服务员帮烤好肉，还是挺值的
匿名用户,3.0,小菜很好吃 环境不错 服务很好
aod988424718,5.0,口味正，和女儿点了两份牛五花，非常好，很嫩，小菜品种多，鸡蛋羹很好吃，最后两人分了一份拌饭吃的饱饱的好好的
yof188131971,2.0,不错不错不错啊错不错吧TCL噢耶问
清眉展,3.0,菜还行，肉感觉不错，就是服务员态度不好，不热情。爱答不理的。
匿名用户,4.0,两人套餐，三个人吃，又点了五花肉！味道不错，老顾客啦，会经常光顾滴！
海上浮云,4.0,服务不错，分量也很足，吃得很饱
Joanna.chenn,2.0,菜品一般啦 服务员态度可以 南瓜粥有种奶粉的味道
HUF51660705,3.0,味道超级棒，但是服务态度太差叫半天服务员也不到位。环境嘈杂。
guy848401416,5.0,好吃、不贵、小菜多、我喜欢五花肉
xiueikun,5.0,烤肉的小妹技术好，肉烤的很好吃，一致好评，赞
_weixin130026878,2.0,感觉还可以，就是上菜有点慢，人挺多
lks0922,4.0,味道很好！服务不错，环境一般！
匿名用户,4.0,环境不错 就是服务员比较难叫 可能是比较忙吧
poppyxiaowen,3.0,和老公去的，一如既往的好，调味肉不错
团来的幸福,4.0,还不错，团购的每次都吃不完，有时间还要去，强烈推荐南瓜粥
ygyears,4.0,好吃，送的东西很多，就是略贵了些
sq1852,3.0,菜不错，送的小菜多，帮忙给烤肉，也不错
AhL396445004,4.0,性价比很高的烤肉店，味道不错，服务也很好
IWA852295713,4.0,肉不错，挺新鲜的，小菜很多也很好吃，酱也很好吃，还有服务员给你烤，就是偶尔服务员忙不过来
JfN367944419,5.0,常客了 服务态度依旧不错 最爱吃小菜 老公爸爸最爱吃这儿的辣螃蟹
SKy218964634,3.0,小菜很爽口，主食无限量，服务也很好
CLf576740399,1.0,不想再来第二次的店，下午去的，服务员的态度不是一般的差，叫了很久都没人理，全在一边玩手机，点菜的时候服务员就说，你们快点点菜，一会就下班了，你要是下班了就别再接待我们，很多东西都没有，甚至大麦茶都没有，给我们上了白开水，真的是很失败的一次用餐体验。
fOh824797306,5.0,每周末都会去的，而且每次都不会浪费的
Mrs666747547,4.0,还可以把，，。      嗯嗯嗯嗯嗯嗯嗯嗯嗯哦哦哦哦哦
陪他疯,5.0,每次路过都会去的。只不过现在的石锅和冷面  分量比之前少了很多
维～506,5.0,去过好几次了，口味挺好的，服务态度也很好，环境不错
wang.chun2015,5.0,口味特别好，去的晚，人也不多，很好
Zfy684348334,2.0,服务不错！菜品味道一般，不太正宗
爆米花胖嘟嘟,5.0,多次团购、还不错、朋友反应太热了、烤脸
Shirui66,5.0,不错 经常和朋友去 喜欢他们家的西瓜
ALS561840580,5.0,很好吃 一直来吃菲力牛排。。。。。。
zxV222377994,3.0,环境还好～东西也不错～很好吃～就是服务一般般吧～
一个不放弃的男人,3.0,。。尝试韩国菜，没有想象中那么好吃
匿名用户,3.0,服务还行  口味 一般，位置还可以，环境不敢恭维  店里味有点呛
仙人掌178,3.0,一般吧，环境还可以，味道没觉得特别，两个人也够吃了
Yanghao55,5.0,我很喜欢，服务员有点冷淡外，其他都好。
匿名用户,3.0,美团卑鄙！！！！！非得让凑够字   火滚滚滚滚滚滚
匿名用户,2.0,黄瓜是苦的…吃了很不舒服！肚子疼了！以后不来了！
指尖记忆123,2.0,人多，服务跟不上。安排的位子太挤了。
UjM929363706,3.0,口味还行，环境也不错，就是量有点小，整体不错
潮？,5.0,特别好，还有韩国的欧巴，特别有礼貌。
bhl985550531,3.0,服务不错，环境还好，口味一般。
匿名用户,4.0,好吃 帅哥服务 小菜就好吃 值得一吃
皮特大叔啊,4.0,都不错适合小酌几杯的地方 性价比还可以
whtwf,4.0,很好吃，不过量不多啊，量大就好了
大大大momo沫沫,5.0,吃过他的烤肉，别人家的就都不在了……嘿嘿
Wtw473262435,5.0,没的说，就是二楼空间小，空气流通不好
LWL672794005,5.0,经常去，这次还遇到一个很帅的韩国欧巴。
haijiang_401,5.0,味道极好，服务好，要了两份肉，其它都是送的
Ggx565009171,3.0,东西一般，环境还好，价格也挺实惠
Qco788761728,4.0,点肉后，小菜主食免费，好吃不贵
Simple悦比比,5.0,经常去 环境特别好 以后还会经常来
少年包吃住,4.0,环境好服务好，口味好，位置好。
liuchangbo215,5.0,味道非常棒！    去了很多次，     男盆友带我去的，   吃一次就迷上啦，   用餐体验特别好，      小吃可以续 ，    最喜欢南瓜粥， 。。         石锅拌饭味道也特别棒！！！
Zaa624990613,5.0,棒棒哒～味道很不错！朋友也很喜欢～
fuD980050118,2.0,服务太差，味道一般，不喜欢这里，
一个不放弃的男人,3.0,没有想象中的好。有点遗憾，就当是体验一下韩国烤肉吧
褚许,2.0,整体感觉还凑合，就是和团购里写的不太一样，主食并不是无限量，是按人份的，要是提前说清楚，我们就单点了，还有服务员态度不是太积极，好像我们是团购就是不太友好，什么都是等会等会，希望以后能改进，听朋友推荐来的，这次不太满意！
zkl526022626,5.0,#辣白菜# #啤酒# #石锅拌饭和冷面# #菲力牛排# 好好吃，环境不错，值得推荐！！！
YHz816958845,4.0,口味真的很不错！量很大、两人吃的有点撑
qtg867446799,3.0,还行吧，就是服务员素质需要提升
fQd581176357,5.0,公司聚餐吃了一次，觉得不错，就带朋友来吃了。很好呦，除了肉，其他应该都是不限量供应的☺
yuancz007,5.0,非常好，味道特别棒，我和朋友都很喜欢
Cookies_Q,5.0,去过好几次的店，很喜欢哦。物美价廉超实惠
roudan1117,4.0,味道很棒 ！我一直在吃！！！！下一次还会去吃的！真的很好的 服务也很到位！不过人多的时候有些忙不过来！希望下一次可以嗨皮，一下 。种类还是很多的…！。！！！！！！！！！！！！！！！！！！！！！！！！！！
xiaoyang0108,3.0,团购肉肉很少，不过两个人也够吃，其他配菜很多。服务员态度有的很好，有的爱答不理的
Aea358308482,5.0,肉很嫩，调料味道也很好，来了很多次了，一如既往的好吃
tjnsxh,3.0,中规中矩，性价比比较高，可以来吃吃
pUX802260340,3.0,很好吃，经常去，也不贵，环境挺好的
nAW195262210,5.0,对这里一如既往地喜爱！强力推荐他家！
March陈先生,2.0,不太喜欢吃韩餐。味道吃不惯。对于喜欢吃的人来说味道应该不错。芒果汁不错。
haijiang_401,3.0,味道一般，服务一般，环境一般，价格一般
闹7613,4.0,很不错，来过好多次了，女朋友的最爱
指尖记忆123,4.0,口味不错，经常来吃，感觉不错。
匿名用户,4.0,味道不错，环境不错，就是人有点多，需要排队，可能是生意太好吧
匿名用户,4.0,去吃过很多次了，一直都那么好吃
匿名用户,1.0,不好，小菜都一般，烤肉也不新鲜，团购2人套餐去了三人，说的主食免费无限份，可就给2份，后来又单点2分肉才让随便要的主食
ENH167211381,4.0,最爱吃他们家送的沙拉    服务也特别的周到
lzy2354383,5.0,很好吃，特别喜欢喝南瓜粥，咋还不到15个字呢
V丶sMile,4.0,绝对的服务和环境都美美的还差两个字的了
一航路,2.0,全是小菜，而且特少，蒜都干巴了，肉也就那样吧、吃得没什么可以点评的了、 有个男服务员还比较好，有个女大妈给我们烤肉，感觉事多
chocolatepopo,5.0,团餐的肉很不错，不像×拿山团的都是肥肉，自制的蘸料盐味道很好，上菜速度比较快，还有服务员帮忙烤，送的小菜很多种，还有南瓜汤和海带汤，总体不错。希望商家多多搞优惠活动，价格再便宜些才好哦，以后还会再来吃的。
快手爱风仔,4.0,很好吃！服务也不错！！就在住的地方旁边
LKZ250746290,3.0,服务态度热情，菜品很有特色，值得推荐。
kid484422063,4.0,味道不错，环境还行，人很多，和老同学一起去的。
大花猫啦啦,4.0,还不错。团购的价格很划算。就是不给换饮料。
dujuan0326,5.0,服务员负责烤，仔细认真，吃的环境很好
COFFEE幻想,5.0,真的好吃，来的次数已经数不清了，赞一个
COFFEE幻想,5.0,真的好吃，来的次数已经数不清了，赞一个
season331,4.0,好吃，团购也涨价了哟，之前买的用不了得退了，重新买
WGY.,5.0,很多次来了，特别棒，服务员也很热情。
moK154279965,4.0,爱吃肉的人到这里还是不错的，每人最少点一份肉，免费提供各种小吃
匿名用户,2.0,肉很少，只有一种很好吃，不是很值
匿名用户,4.0,算是目前为止在国内吃过的味道最正宗的韩餐。除了肉少些，别的都很好。
qRg883424483,4.0,味道很好，肉质很棒，凉拌的辣蟹特别好吃
午间吃货,4.0,味道不错 火炉火比较远 为这里是不错的选择 啥非要15个字
匿名用户,2.0,肉太少～肉太少～肉太少，自己烤～自己烤～自己烤……肉太少还得自己烤～送的小菜不错，牛肉汤不错，其他的一般吧，双人套餐也就那样，喜欢吃烤肉的话还是团购代金券合适，说不下去了好累～一百个字真不是盖的，真的要好好学语文！#冷面##石锅拌饭##牛肉汤##蒸鸡蛋##五花肉##烤牛肉#
郭莉盼,5.0,高峰期需要等位，小菜齐全，口味不错~
辰汐辰汐,5.0,味道还不错，送的小菜比较多。。
郭莉盼,5.0,高峰期需要等位，小菜还是很全的
shAn0k192,5.0,好评 吃了一个部队锅和一份烤肉
TJT783521717,3.0,挺好的比火炉火人少性价比也高呢
lele5213,4.0,赶上母亲节，人太多，都忙不过来，以前都是服务员烤肉，今天都得自己，不催不给拿小料！
sunruifang,5.0,很好吃，服务到位，环境也不错。送的小菜也很好吃
irH172514218,2.0,一般，量小，价格贵了，品种少，服务态度不好。
wenglimao,3.0,快10点去的 就要闭餐了 主食也没有了 吃着还行
hIP417166125,3.0,挺不错的，喜欢吃，有包间，挺舒服的
nowyuan,4.0,两个人东西有点多，吃不完，三个人正好，给好评
匿名用户,4.0,第二次来这家店，味道还可以，小菜都是可以随便加➕的，店员的服务态度也很好，每次来的时候人都是超多，但是上菜速度很快。
匿名用户,3.0,"中午速速去吃了一顿,3人三盘肉送的各种小菜,主食,无限量供应,吃到肚歪"
小班云的小哥哥,5.0,辣味十足。肉和蔬菜都很新鲜。     。
匿名用户,4.0,很好，两个女生一起吃的，就只吃了烤肉和牛肉汤，很饱
婷婷fyt931216,4.0,不错，挺实惠的，大家都吃得很饱！
tzT877436717,3.0,配菜很多...不限量....三个人点了三份肉其他什么都没点光吃小菜还有送的主食就吃的撑撑的！
匿名用户,3.0,玩美团几年来从不去评价，浪费了不知道多少积分，自从知道积分可以抵现之后，我后悔莫及，如果美团能再给我一次机会，把我的积分都补上，我也愿意把我的评价都补上，所以现在我复制这句话，走到哪评到哪，即能锻炼身体，又赚取积分。。。味道不错，，，，
ENF35404745,3.0,环境不错。吃的也还行。两个人去刚刚好
jk798,5.0,很好， 赠送的冷面味道不错，店里韩国小伙儿萌萌的，哈哈
zzchristyzz,3.0,价格小贵，但是赠送的东西很多，服务很好～
CatL1n,4.0,之前去过几次，还是不错的~下次想换一个店来吃，毕竟烤肉每一家店的特色和味道都不一样~
eBe192010909,5.0,超级好吃，体验也很棒。常去吃。
szx8528,5.0,服务很周到 停车也很方便 关键是好吃
Lenyan117,5.0,来北京的这么多年 基本每个月都会去几次 烤肉好吃 南瓜粥和海带汤是特色
lanxiyehang,5.0,有韩国特色，有韩国饮料哦。好吃小贵。
Yanghao55,5.0,挺好吃的，下次有机会还要去，我喜欢土豆泥，免费的
caoxiaoying1117,5.0,挺好吃的 尤其是南瓜粥特别好喝
net33ph,5.0,菜品很赞，灰常不错，吃撑了！！
nemo621,4.0,非常满意的一餐，价廉物美，会常来的。
qqS314015024,5.0,不错。。。挺好的第二次去了   还会去
aFR331157732,3.0,还行挺好的不错可以带朋友来吃一次
匿名用户,3.0,越来越不好了。服务水平有待提高。
午间吃货,4.0,不错 肉很好吃 还不贵很划算 必须15个字妈蛋
FfI727864595,3.0,不错，第二次来吃，才知道可以团购
匿名用户,5.0,挺好，味道不错，量也可以…………
匿名用户,3.0,环境一般，服务态度不错，个人比较喜欢烤五花和炒米条，'赠送的海带汤也不错
oHN150275060,4.0,美味实惠，附近绝无第二家可以匹敌，已是我的食堂了
Rachel啸,5.0,还不错，还不错，还不错，还不错
泰迪吃兔熊,3.0,他家的烤肉真的很好，味道很棒～
linan2003950,3.0,好吃的呀呀呀呀呀呀呀呀呀呀呀呀呀呀
匿名用户,5.0,很不错，经常来这吃，经济实惠。
郁郁0120,5.0,服务很热情，环境也不错，，肉还算新鲜
飞鸟爱蓝天,5.0,味道很好 小菜很多 推荐 位置多
lcxica,3.0,第二次来了，服务品质比较低。性价比尚可。就这样
smg192795980,3.0,还不错，偶尔就会过来用餐，方便快捷！
szx8528,5.0,店家好有心 赠送的小菜越来越好吃了
nqd168225057,4.0,味道很不错，肉烤的火候很好，服务也很好。
_qq4m21360898570,5.0,这家去过之后绝对会让你念念不忘。价格实惠。量大。服务好。味道正宗！
渔佬大,5.0,服务满意，菜品满意，已多次去，强烈推荐
匿名用户,4.0,位置还比较好找 送的小菜也都不错 赞
youk98,3.0,团购与到店享受优惠是一样的 没区别
XDf314135470,5.0,菜很好吃，服务也很好，价格很便宜。
LZR250522618,5.0,环境不错！味道好极了！下次还来！
匿名用户,5.0,环境不错，味道不错，服务也不错！值得再次光顾
dream_1204,3.0,套餐里肉太少了，双人套餐光肉的话也就够一个人吃，不过其他的很好，小菜味道很好，冷面拌饭不限量，可以吃饱，到的比较晚，但服务不打折扣，很好
shuilifang,4.0,很满意，6份肉对我们来说有点多。
匿名用户,3.0,朋友推荐的，去吃了，环境挺韩式的。送的小吃一般，烤肉还可以。就第一次团卷，吃完，够消费价格，送卷，不能和团卷一起使用
碧云逍,4.0,还不错。送了很多小菜，服务员态度也还可以吧。
大城和小爱,4.0,下午两点多去的，上菜速度挺快，服务员一直在帮着烤肉，送的开胃菜不错。
Lenyan117,5.0,推荐小宝贝们去去去！口味好吃，
JyU835817794,5.0,荤素搭配，干浠结合，冷热适中，甜咸适口，十分满意的餐费，都圆满啦！
乔小巴巴巴！,5.0,很好吃的。套餐刚好够吃。石锅拌饭不错哦
匿名用户,3.0,去几个人就点几份肉，这样拌饭和冷面就可以无限续了！口蘑鲜嫩多汁，培根和五花很大块！服务员帮忙烤，服务态度不错！小菜品种挺多的，晚上去的人不是很多，环境还可以，遇到很多外国友人来这吃饭。我们三人花了245元吃的很撑，总体来说还是不错的！
匿名用户,2.0,土豆泥和沙拉都不错，南瓜粥太甜了
龙之吻1987,5.0,全程都没用自己动手，服务员服务很到位。
vincentli8510,4.0,经济实惠，有人帮忙烤肉，肉的品质也不错。
匿名用户,4.0,很好，送的小菜很多，还有送主食和汤，味道都不错，服务还可以，人多，觉得有点忙不过来，还帮着烤肉，算很不错了。很适合聚会聚餐，几个朋友一起去，这个地方性价比很高啊！物美价廉！以后还是会常常去的。给店家好评！#烤五花肉##炒年糕##菲力牛排##辣白菜##烤蘑菇##海带汤##烤口蘑##石锅拌饭##南瓜粥#
smg192795980,3.0,。。。。。。。。。。。。。。。。
tfZ277458008,4.0,很适合多人聚餐，送的小菜品很足，还可以无限续吃，烤肉味道也棒，服务态度很好
Frank_ww,3.0,中午和同事一起去的，还不错，5分好评
匿名用户,4.0,实惠又美味，服务很到位，值得常来
MjU166891569,5.0,来了好多次了 肉的品质不错 服务也很好
Frank_ww,3.0,好不错，中午跟同事老去这家，还是不错的
JyU835817794,5.0,带朋友来吃了，大家一致反应就是一句话，下次还来！
dujuan930215,5.0,挺好的挺好的。，，，，，，，，
紫气东来7777,4.0,环境不错 服务员态度一般 不过味道还算可以
Dms294658929,5.0,物美价廉，喜欢。物美价廉，喜欢。
BOT838936988,4.0,！！！！！！！！！！！？？！！！！！！
恩泽08,3.0,单说菜品也没吃出来什么肉，也没有介绍，胡吃海喝一顿，
dtR174633483,3.0,去的早没排队，朋友吃的也不错，主食太慢了
晋…腾总,2.0,服务态度不好，上菜速度慢，没发说了
JyU835817794,5.0,已经光顾8次了，还没有吃够，真是百吃不厌啊！
dtR174633483,2.0,肉太少，价格较贵，4个人以上不推荐去
